method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
"getDTM(Source, boolean, DTMWSFilter, boolean, boolean)",278,xalan-2.7.1,org.apache.xml.dtm.ref,DTMManagerDefault,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/DTMManagerDefault.java#L210-L480,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/DTMManagerDefault.java#L210-L480
setStartNode(int),351,xalan-2.7.1,org.apache.xml.dtm.ref.sax2dtm,SAX2DTM2.TypedAncestorIterator,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2.java#L1406-L1541,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2.java#L1406-L1541
"push(String, String, String)",3977,xalan-2.7.1,org.apache.xml.serializer,ElemContext,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ElemContext.java#L186-L221,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ElemContext.java#L186-L221
"unparsedEntityDecl(String, String, String, String)",4004,xalan-2.7.1,org.apache.xml.serializer,EmptySerializer,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/EmptySerializer.java#L738-L748,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/EmptySerializer.java#L738-L748
"startElement(String, String, String)",4114,xalan-2.7.1,org.apache.xml.serializer,ToSAXHandler,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToSAXHandler.java#L303-L323,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToSAXHandler.java#L303-L323
"accumDefaultEntity(Writer, char, int, char[], int, boolean, boolean)",278,xalan-2.7.1,org.apache.xml.serializer,ToStream,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToStream.java#L1041-L1093,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToStream.java#L1041-L1093
"addAttribute(String, String, String, String, String, boolean)",4082,xalan-2.7.1,org.apache.xml.serializer,ToTextStream,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToTextStream.java#L515-L527,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/ToTextStream.java#L515-L527
"write(char[], int, int)",290,xalan-2.7.1,org.apache.xml.serializer,WriterToUTF8Buffered,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/WriterToUTF8Buffered.java#L167-L307,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/WriterToUTF8Buffered.java#L167-L307
initProperties(Properties),344,xalan-2.7.1,org.apache.xml.serializer.dom3,DOM3TreeWalker,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L2043-L2147,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L2043-L2147
"isWFXMLChar(String, Character)",338,xalan-2.7.1,org.apache.xml.serializer.dom3,DOM3TreeWalker,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L1151-L1210,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L1151-L1210
traverse(Node),691,xalan-2.7.1,org.apache.xml.serializer.dom3,DOM3TreeWalker,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L232-L303,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/dom3/DOM3TreeWalker.java#L232-L303
"URI(String, String, String, int, String, String, String)",268,xalan-2.7.1,org.apache.xml.serializer.utils,URI,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/utils/URI.java#L262-L333,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/serializer/utils/URI.java#L262-L333
getNamespaceOfNode(Node),325,xalan-2.7.1,org.apache.xml.utils,DOMHelper,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L602-L810,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L602-L810
"isNodeAfter(Node, Node)",662,xalan-2.7.1,org.apache.xml.utils,DOMHelper,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L179-L323,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L179-L323
"isNodeAfterSibling(Node, Node, Node)",663,xalan-2.7.1,org.apache.xml.utils,DOMHelper,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L340-L459,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/utils/DOMHelper.java#L340-L459
"DescendantIterator(Compiler,int,int)",51031,xalan-2.7.1,org.apache.xpath.axes,DescendantIterator,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/axes/DescendantIterator.java#L44-L126,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/axes/DescendantIterator.java#L44-L126
"executePredicates(int, XPathContext)",310,xalan-2.7.1,org.apache.xpath.axes,PredicatedNodeTest,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/axes/PredicatedNodeTest.java#L311-L405,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/axes/PredicatedNodeTest.java#L311-L405
"findProviderClass(String, ClassLoader, boolean)",554,xalan-2.7.1,org.apache.xpath.functions,ObjectFactory,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/functions/ObjectFactory.java#L473-L528,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xpath/functions/ObjectFactory.java#L473-L528
"setupCurrentEntity(String,XMLInputSource,boolean,boolean)",179871,xerces-2.10.0,org.apache.xerces.impl,XMLEntityManager,1,1,0,0,https://github.com/JavaQualitasCorpus/xerces-2.10.0/blob/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLEntityManager.java#L927-L1190,https://raw.githubusercontent.com/JavaQualitasCorpus/xerces-2.10.0/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLEntityManager.java#L927-L1190
"fixupCurrentEntity(XMLEntityManager,char[],int)",179846,xerces-2.10.0,org.apache.xerces.impl,XMLVersionDetector,1,0,0,0,https://github.com/JavaQualitasCorpus/xerces-2.10.0/blob/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLVersionDetector.java#L213-L239,https://raw.githubusercontent.com/JavaQualitasCorpus/xerces-2.10.0/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLVersionDetector.java#L213-L239
"startDocumentParsing(XMLEntityHandler,short)",179844,xerces-2.10.0,org.apache.xerces.impl,XMLVersionDetector,1,0,0,0,https://github.com/JavaQualitasCorpus/xerces-2.10.0/blob/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLVersionDetector.java#L108-L131,https://raw.githubusercontent.com/JavaQualitasCorpus/xerces-2.10.0/a00a5986b24d3b762ba230e8d44a20fae6ecd58a/src/org/apache/xerces/impl/XMLVersionDetector.java#L108-L131
